,hh1,hh2,links,kinship,distance,clan1,clan2,wealth1,wealth2,religion1,religion2,primary1,primary2,head_age1,head_age2,head_sex1,head_sex2
1359,013,023,no link,no blood relation,192.0,21.0,13.0,0.9580881893634796,2.351911783218384,Catholic,Muslim,1,1,36.0,38.0,1.0,1.0
1360,013,024,no link,no blood relation,201.6,21.0,13.0,0.9580881893634796,5.605098009109497,Catholic,Lutheran,1,1,36.0,78.0,1.0,1.0
1361,013,025,no link,no blood relation,194.4,21.0,13.0,0.9580881893634796,1.266176462173462,Catholic,Lutheran,1,1,36.0,27.0,1.0,1.0
1362,013,026,reciprocal link,no blood relation,208.8,21.0,13.0,0.9580881893634796,2.3145098090171814,Catholic,Muslim,1,1,36.0,48.0,1.0,1.0
1363,013,027,no link,no blood relation,316.8,21.0,16.0,0.9580881893634796,1.461137294769287,Catholic,Lutheran,1,1,36.0,42.0,1.0,1.0
1364,013,028,no link,no blood relation,230.4,21.0,4.0,0.9580881893634796,2.819678436756134,Catholic,Lutheran,1,1,36.0,28.0,1.0,1.0
1365,013,029,no link,no blood relation,393.6,21.0,21.0,0.9580881893634796,15.112293970108032,Catholic,Lutheran,1,1,36.0,57.0,1.0,1.0
1366,013,030,no link,no blood relation,566.4,21.0,6.0,0.9580881893634796,3.0929410457611084,Catholic,Lutheran,1,1,36.0,35.0,1.0,1.0
1367,013,031,no link,no blood relation,547.2,21.0,6.0,0.9580881893634796,7.742764831542969,Catholic,Lutheran,1,1,36.0,85.0,1.0,1.0
1368,013,032,no link,no blood relation,580.8,21.0,4.0,0.9580881893634796,9.144235359191894,Catholic,Muslim,1,1,36.0,33.0,1.0,1.0
1369,013,033,no link,no blood relation,650.4,21.0,23.0,0.9580881893634796,4.088599716186524,Catholic,Lutheran,1,1,36.0,50.0,1.0,0.0
1370,013,034,no link,no blood relation,660.0,21.0,21.0,0.9580881893634796,1.8145294222831727,Catholic,Muslim,1,1,36.0,25.0,1.0,1.0
1371,013,035,no link,no blood relation,626.4,21.0,23.0,0.9580881893634796,3.2090764260292053,Catholic,Muslim,1,1,36.0,78.0,1.0,0.0
1372,013,036,no link,no blood relation,624.0,21.0,4.0,0.9580881893634796,0.7562941610813141,Catholic,Muslim,1,0,36.0,21.0,1.0,1.0
1373,013,037,no link,no blood relation,628.8,21.0,6.0,0.9580881893634796,0.6932352930307388,Catholic,Lutheran,1,0,36.0,33.0,1.0,0.0
1374,013,038,no link,no blood relation,576.0,21.0,21.0,0.9580881893634796,5.46752924823761,Catholic,Lutheran,1,1,36.0,65.0,1.0,1.0
1375,013,039,no link,no blood relation,544.8,21.0,22.0,0.9580881893634796,5.635411792755127,Catholic,Catholic,1,1,36.0,57.0,1.0,1.0
1376,013,040,no link,no blood relation,506.4,21.0,21.0,0.9580881893634796,1.5191177129745483,Catholic,Lutheran,1,0,36.0,30.0,1.0,1.0
1377,013,041,no link,no blood relation,470.4,21.0,4.0,0.9580881893634796,11.575803857803345,Catholic,Catholic,1,1,36.0,40.0,1.0,1.0
1378,013,042,no link,no blood relation,446.4,21.0,4.0,0.9580881893634796,3.3994706039428713,Catholic,Lutheran,1,1,36.0,30.0,1.0,1.0
1379,013,043,no link,no blood relation,518.4,21.0,6.0,0.9580881893634796,6.617441179275513,Catholic,Lutheran,1,1,36.0,64.0,1.0,1.0
1380,013,044,no link,no blood relation,489.6,21.0,9.0,0.9580881893634796,3.822867817878723,Catholic,Lutheran,1,0,36.0,47.0,1.0,1.0
1381,013,045,no link,no blood relation,564.0,21.0,16.0,0.9580881893634796,1.4114117975234985,Catholic,Catholic,1,0,36.0,61.0,1.0,0.0
1382,013,046,no link,no blood relation,525.6,21.0,22.0,0.9580881893634796,4.445960706710816,Catholic,Catholic,1,1,36.0,60.0,1.0,1.0
1384,013,048,no link,no blood relation,456.0,21.0,21.0,0.9580881893634796,3.012235294818878,Catholic,Lutheran,1,0,36.0,65.0,1.0,0.0
1385,013,049,no link,no blood relation,492.0,21.0,13.0,0.9580881893634796,3.0197646718025206,Catholic,Lutheran,1,0,36.0,45.0,1.0,1.0
1386,013,050,no link,no blood relation,360.0,21.0,21.0,0.9580881893634796,1.276958872795105,Catholic,Lutheran,1,1,36.0,37.0,1.0,0.0
1387,013,051,no link,no blood relation,448.8,21.0,8.0,0.9580881893634796,5.351411747932434,Catholic,Catholic,1,1,36.0,44.0,1.0,1.0
1388,013,052,no link,no blood relation,484.8,21.0,21.0,0.9580881893634796,0.22951175272464752,Catholic,Lutheran,1,0,36.0,15.0,1.0,1.0
1389,013,053,no link,no blood relation,386.4,21.0,25.0,0.9580881893634796,2.3020411133766174,Catholic,Catholic,1,1,36.0,53.0,1.0,0.0
1390,013,054,no link,no blood relation,247.2,21.0,4.0,0.9580881893634796,1.8782354140281676,Catholic,Lutheran,1,1,36.0,39.0,1.0,1.0
1391,013,055,no link,no blood relation,357.6,21.0,6.0,0.9580881893634796,1.3601765108108521,Catholic,Lutheran,1,1,36.0,34.0,1.0,1.0
1392,013,056,no link,no blood relation,235.2,21.0,6.0,0.9580881893634796,2.738294093608856,Catholic,Lutheran,1,1,36.0,28.0,1.0,1.0
1393,013,057,no link,no blood relation,307.2,21.0,4.0,0.9580881893634796,3.9503674507141113,Catholic,Lutheran,1,1,36.0,30.0,1.0,1.0
1394,013,058,unilateral link,no blood relation,292.8,21.0,4.0,0.9580881893634796,3.3061760807037355,Catholic,Lutheran,1,1,36.0,39.0,1.0,1.0
1395,013,059,no link,no blood relation,280.8,21.0,4.0,0.9580881893634796,4.125470589637756,Catholic,Catholic,1,1,36.0,40.0,1.0,0.0
1396,013,060,no link,no blood relation,408.0,21.0,16.0,0.9580881893634796,2.0326961636543275,Catholic,Catholic,1,0,36.0,29.0,1.0,1.0
1397,013,061,no link,no blood relation,333.6,21.0,6.0,0.9580881893634796,5.839058806419373,Catholic,Muslim,1,1,36.0,30.0,1.0,1.0
1398,013,062,no link,no blood relation,324.0,21.0,21.0,0.9580881893634796,14.618823585510254,Catholic,Lutheran,1,1,36.0,57.0,1.0,1.0
1400,013,064,no link,no blood relation,602.4,21.0,21.0,0.9580881893634796,10.594117641448975,Catholic,Catholic,1,1,36.0,64.0,1.0,1.0
1401,013,065,no link,no blood relation,667.2,21.0,24.0,0.9580881893634796,3.2051764240264893,Catholic,Lutheran,1,1,36.0,58.0,1.0,1.0
1402,013,066,no link,no blood relation,547.2,21.0,16.0,0.9580881893634796,2.998676598072052,Catholic,Catholic,1,1,36.0,25.0,1.0,1.0
1403,013,067,no link,no blood relation,535.2,21.0,16.0,0.9580881893634796,1.8972941584587097,Catholic,Lutheran,1,1,36.0,40.0,1.0,1.0
1404,013,068,no link,no blood relation,667.2,21.0,1.0,0.9580881893634796,2.9884707040786744,Catholic,Catholic,1,0,36.0,58.0,1.0,0.0
1405,013,069,no link,no blood relation,861.6,21.0,16.0,0.9580881893634796,14.281764106750488,Catholic,Catholic,1,1,36.0,34.0,1.0,1.0
1406,013,070,no link,no blood relation,926.4,21.0,18.0,0.9580881893634796,6.933352743148804,Catholic,Lutheran,1,1,36.0,30.0,1.0,1.0
1407,013,071,no link,no blood relation,744.0,21.0,19.0,0.9580881893634796,1.4802941679954529,Catholic,Catholic,1,1,36.0,68.0,1.0,1.0
1408,013,072,no link,no blood relation,578.4,21.0,16.0,0.9580881893634796,2.7694263548851015,Catholic,Catholic,1,1,36.0,45.0,1.0,1.0
1409,013,073,no link,no blood relation,900.0,21.0,4.0,0.9580881893634796,4.124511692047119,Catholic,Muslim,1,1,36.0,38.0,1.0,0.0
1410,013,074,no link,no blood relation,705.6,21.0,14.0,0.9580881893634796,3.3416765928268433,Catholic,Catholic,1,1,36.0,45.0,1.0,1.0
1411,013,075,no link,no blood relation,765.6,21.0,19.0,0.9580881893634796,3.3661178359985353,Catholic,Catholic,1,1,36.0,37.0,1.0,1.0
1412,013,076,no link,no blood relation,652.8,21.0,21.0,0.9580881893634796,6.346027276992798,Catholic,Lutheran,1,1,36.0,36.0,1.0,1.0
1413,013,077,no link,no blood relation,993.6,21.0,18.0,0.9580881893634796,2.457661807537079,Catholic,Lutheran,1,1,36.0,57.0,1.0,1.0
1414,013,078,no link,no blood relation,633.6,21.0,21.0,0.9580881893634796,1.6424705781936646,Catholic,Lutheran,1,1,36.0,24.0,1.0,1.0
1415,013,079,no link,no blood relation,472.8,21.0,5.0,0.9580881893634796,0.7799999713897705,Catholic,Lutheran,1,0,36.0,80.0,1.0,0.0
1416,013,080,no link,no blood relation,602.4,21.0,20.0,0.9580881893634796,0.4036470651626587,Catholic,Muslim,1,0,36.0,32.0,1.0,1.0
1417,013,081,no link,no blood relation,604.8,21.0,10.0,0.9580881893634796,1.7895882470607758,Catholic,Lutheran,1,0,36.0,70.0,1.0,0.0
1418,013,082,no link,no blood relation,600.0,21.0,23.0,0.9580881893634796,0.7255559116601944,Catholic,Lutheran,1,0,36.0,60.0,1.0,0.0
1419,013,083,no link,no blood relation,679.2,21.0,7.0,0.9580881893634796,4.649441161155701,Catholic,Catholic,1,1,36.0,50.0,1.0,1.0
1420,013,084,no link,no blood relation,1056.0,21.0,21.0,0.9580881893634796,1.4768882095813751,Catholic,Muslim,1,0,36.0,50.0,1.0,0.0
1421,013,085,no link,no blood relation,1029.6,21.0,7.0,0.9580881893634796,1.2352058570384978,Catholic,Catholic,1,1,36.0,33.0,1.0,1.0
1422,013,086,no link,no blood relation,751.2,21.0,3.0,0.9580881893634796,5.635509967803955,Catholic,Catholic,1,0,36.0,45.0,1.0,1.0
1423,013,087,no link,no blood relation,768.0,21.0,19.0,0.9580881893634796,3.400941198348999,Catholic,Muslim,1,1,36.0,42.0,1.0,1.0
1424,013,088,no link,no blood relation,751.2,21.0,19.0,0.9580881893634796,2.496764659881592,Catholic,Catholic,1,1,36.0,35.0,1.0,1.0
1425,013,089,no link,no blood relation,1183.2,21.0,24.0,0.9580881893634796,10.348088121414184,Catholic,Lutheran,1,1,36.0,47.0,1.0,1.0
1426,013,090,no link,no blood relation,727.2,21.0,19.0,0.9580881893634796,3.039441201210022,Catholic,Catholic,1,1,36.0,25.0,1.0,1.0
1428,013,092,no link,other blood relation,914.4,21.0,15.0,0.9580881893634796,2.7371764025688172,Catholic,Muslim,1,1,36.0,40.0,1.0,0.0
1429,013,093,no link,no blood relation,1149.6,21.0,15.0,0.9580881893634796,8.378235158920289,Catholic,Catholic,1,1,36.0,44.0,1.0,1.0
1430,013,094,no link,"sibling, child, parent",1339.2,21.0,21.0,0.9580881893634796,8.506294012069702,Catholic,Lutheran,1,1,36.0,50.0,1.0,1.0
1431,013,095,no link,no blood relation,1118.4,21.0,18.0,0.9580881893634796,1.23213529586792,Catholic,Catholic,1,1,36.0,29.0,1.0,1.0
1432,013,096,no link,no blood relation,1164.0,21.0,23.0,0.9580881893634796,1.0697999761104584,Catholic,Muslim,1,0,36.0,56.0,1.0,0.0
1433,013,097,no link,no blood relation,1142.4,21.0,21.0,0.9580881893634796,3.2547061443328857,Catholic,Muslim,1,1,36.0,28.0,1.0,1.0
1434,013,098,no link,no blood relation,1204.8,21.0,16.0,0.9580881893634796,1.5906472206115723,Catholic,Catholic,1,0,36.0,37.0,1.0,1.0
1435,013,099,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",405.6,21.0,2.0,0.9580881893634796,2.8593411798477173,Catholic,Muslim,1,0,36.0,66.0,1.0,0.0
1436,013,100,no link,no blood relation,482.4,21.0,6.0,0.9580881893634796,1.935764729976654,Catholic,Catholic,1,1,36.0,89.0,1.0,0.0
1437,013,101,no link,no blood relation,379.2,21.0,16.0,0.9580881893634796,3.229164716720581,Catholic,Catholic,1,1,36.0,45.0,1.0,0.0
1438,013,102,no link,other blood relation,403.2,21.0,21.0,0.9580881893634796,1.8556764388084412,Catholic,Muslim,1,1,36.0,42.0,1.0,1.0
1439,013,103,no link,no blood relation,1214.4,21.0,16.0,0.9580881893634796,1.4142647302150726,Catholic,Catholic,1,1,36.0,25.0,1.0,1.0
1440,013,104,no link,no blood relation,1250.4,21.0,21.0,0.9580881893634796,12.68876449584961,Catholic,Muslim,1,1,36.0,54.0,1.0,1.0
1441,013,105,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",1291.2,21.0,2.0,0.9580881893634796,10.926235273361206,Catholic,Muslim,1,1,36.0,32.0,1.0,1.0
1442,013,106,no link,no blood relation,1226.4,21.0,16.0,0.9580881893634796,10.284117221832275,Catholic,Lutheran,1,1,36.0,56.0,1.0,1.0
1443,013,107,no link,no blood relation,556.8,21.0,18.0,0.9580881893634796,4.795000076293945,Catholic,Catholic,1,1,36.0,47.0,1.0,1.0
1444,013,108,unilateral link,no blood relation,79.2,21.0,16.0,0.9580881893634796,6.635646724700928,Catholic,Catholic,1,0,36.0,59.0,1.0,1.0
1445,013,109,unilateral link,no blood relation,513.6,21.0,16.0,0.9580881893634796,1.0098823606967926,Catholic,Catholic,1,1,36.0,75.0,1.0,0.0
1446,013,110,no link,no blood relation,532.8,21.0,19.0,0.9580881893634796,2.385882318019867,Catholic,Muslim,1,1,36.0,23.0,1.0,1.0
1447,013,111,no link,no blood relation,132.0,21.0,16.0,0.9580881893634796,3.330941222190857,Catholic,Catholic,1,1,36.0,49.0,1.0,1.0
1448,013,112,no link,no blood relation,516.0,21.0,19.0,0.9580881893634796,14.101177272796631,Catholic,Muslim,1,1,36.0,56.0,1.0,1.0
1449,013,113,no link,no blood relation,648.0,21.0,14.0,0.9580881893634796,1.774941062450409,Catholic,Catholic,1,1,36.0,35.0,1.0,1.0
1450,013,114,no link,no blood relation,393.6,21.0,23.0,0.9580881893634796,9.001352947235107,Catholic,Catholic,1,1,36.0,41.0,1.0,1.0
1451,013,115,no link,no blood relation,79.2,21.0,16.0,0.9580881893634796,1.5224999463558198,Catholic,Catholic,1,1,36.0,23.0,1.0,1.0
1452,013,117,no link,no blood relation,463.2,21.0,21.0,0.9580881893634796,0.0,Catholic,Lutheran,1,1,36.0,58.0,1.0,1.0
1453,013,118,no link,no blood relation,559.2,21.0,12.0,0.9580881893634796,0.0,Catholic,Lutheran,1,0,36.0,72.0,1.0,0.0
1454,013,119,no link,no blood relation,525.6,21.0,17.0,0.9580881893634796,0.0,Catholic,Catholic,1,0,36.0,50.0,1.0,1.0
1456,014,015,unilateral link,no blood relation,100.8,21.0,16.0,1.62941175699234,3.6029018359184266,Catholic,Catholic,1,1,34.0,30.0,1.0,1.0
1457,014,016,unilateral link,no blood relation,184.8,21.0,20.0,1.62941175699234,0.8876470327377319,Catholic,Lutheran,1,0,34.0,68.0,1.0,0.0
1458,014,017,no link,no blood relation,328.8,21.0,6.0,1.62941175699234,27.64897018432617,Catholic,Catholic,1,1,34.0,60.0,1.0,1.0
1459,014,018,unilateral link,"sibling, child, parent",24.0,21.0,21.0,1.62941175699234,3.379632411003113,Catholic,Catholic,1,1,34.0,34.0,1.0,1.0
1460,014,019,no link,no blood relation,105.6,21.0,16.0,1.62941175699234,3.1777058000564575,Catholic,Catholic,1,1,34.0,50.0,1.0,0.0
1461,014,020,unilateral link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",64.8,21.0,2.0,1.62941175699234,5.163623468399048,Catholic,Muslim,1,1,34.0,42.0,1.0,1.0
1462,014,021,no link,no blood relation,398.4,21.0,16.0,1.62941175699234,3.7514705657958984,Catholic,Lutheran,1,1,34.0,46.0,1.0,1.0
1463,014,022,no link,no blood relation,216.0,21.0,19.0,1.62941175699234,5.517803719520569,Catholic,Muslim,1,1,34.0,23.0,1.0,1.0
1464,014,023,no link,no blood relation,194.4,21.0,13.0,1.62941175699234,2.351911783218384,Catholic,Muslim,1,1,34.0,38.0,1.0,1.0
1465,014,024,no link,no blood relation,187.2,21.0,13.0,1.62941175699234,5.605098009109497,Catholic,Lutheran,1,1,34.0,78.0,1.0,1.0
1466,014,025,no link,no blood relation,189.6,21.0,13.0,1.62941175699234,1.266176462173462,Catholic,Lutheran,1,1,34.0,27.0,1.0,1.0
1467,014,026,no link,no blood relation,201.6,21.0,13.0,1.62941175699234,2.3145098090171814,Catholic,Muslim,1,1,34.0,48.0,1.0,1.0
1468,014,027,no link,no blood relation,336.0,21.0,16.0,1.62941175699234,1.461137294769287,Catholic,Lutheran,1,1,34.0,42.0,1.0,1.0
1469,014,028,no link,no blood relation,249.6,21.0,4.0,1.62941175699234,2.819678436756134,Catholic,Lutheran,1,1,34.0,28.0,1.0,1.0
1470,014,029,no link,no blood relation,386.4,21.0,21.0,1.62941175699234,15.112293970108032,Catholic,Lutheran,1,1,34.0,57.0,1.0,1.0
1471,014,030,no link,no blood relation,552.0,21.0,6.0,1.62941175699234,3.0929410457611084,Catholic,Lutheran,1,1,34.0,35.0,1.0,1.0
1472,014,031,no link,no blood relation,525.6,21.0,6.0,1.62941175699234,7.742764831542969,Catholic,Lutheran,1,1,34.0,85.0,1.0,1.0
1473,014,032,no link,no blood relation,564.0,21.0,4.0,1.62941175699234,9.144235359191894,Catholic,Muslim,1,1,34.0,33.0,1.0,1.0
1474,014,033,no link,no blood relation,650.4,21.0,23.0,1.62941175699234,4.088599716186524,Catholic,Lutheran,1,1,34.0,50.0,1.0,0.0
1475,014,034,no link,no blood relation,660.0,21.0,21.0,1.62941175699234,1.8145294222831727,Catholic,Muslim,1,1,34.0,25.0,1.0,1.0
1476,014,035,no link,no blood relation,628.8,21.0,23.0,1.62941175699234,3.2090764260292053,Catholic,Muslim,1,1,34.0,78.0,1.0,0.0
1477,014,036,no link,no blood relation,628.8,21.0,4.0,1.62941175699234,0.7562941610813141,Catholic,Muslim,1,0,34.0,21.0,1.0,1.0
1478,014,037,no link,no blood relation,633.6,21.0,6.0,1.62941175699234,0.6932352930307388,Catholic,Lutheran,1,0,34.0,33.0,1.0,0.0
1479,014,038,no link,no blood relation,571.2,21.0,21.0,1.62941175699234,5.46752924823761,Catholic,Lutheran,1,1,34.0,65.0,1.0,1.0
1480,014,039,no link,no blood relation,544.8,21.0,22.0,1.62941175699234,5.635411792755127,Catholic,Catholic,1,1,34.0,57.0,1.0,1.0
1481,014,040,no link,no blood relation,504.0,21.0,21.0,1.62941175699234,1.5191177129745483,Catholic,Lutheran,1,0,34.0,30.0,1.0,1.0
1482,014,041,no link,no blood relation,472.8,21.0,4.0,1.62941175699234,11.575803857803345,Catholic,Catholic,1,1,34.0,40.0,1.0,1.0
1483,014,042,reciprocal link,no blood relation,446.4,21.0,4.0,1.62941175699234,3.3994706039428713,Catholic,Lutheran,1,1,34.0,30.0,1.0,1.0
1484,014,043,no link,no blood relation,532.8,21.0,6.0,1.62941175699234,6.617441179275513,Catholic,Lutheran,1,1,34.0,64.0,1.0,1.0
1485,014,044,no link,no blood relation,506.4,21.0,9.0,1.62941175699234,3.822867817878723,Catholic,Lutheran,1,0,34.0,47.0,1.0,1.0
1486,014,045,no link,no blood relation,578.4,21.0,16.0,1.62941175699234,1.4114117975234985,Catholic,Catholic,1,0,34.0,61.0,1.0,0.0
1487,014,046,no link,no blood relation,528.0,21.0,22.0,1.62941175699234,4.445960706710816,Catholic,Catholic,1,1,34.0,60.0,1.0,1.0
1489,014,048,no link,no blood relation,458.4,21.0,21.0,1.62941175699234,3.012235294818878,Catholic,Lutheran,1,0,34.0,65.0,1.0,0.0
1490,014,049,no link,no blood relation,504.0,21.0,13.0,1.62941175699234,3.0197646718025206,Catholic,Lutheran,1,0,34.0,45.0,1.0,1.0
1491,014,050,no link,no blood relation,343.2,21.0,21.0,1.62941175699234,1.276958872795105,Catholic,Lutheran,1,1,34.0,37.0,1.0,0.0
1492,014,051,no link,no blood relation,432.0,21.0,8.0,1.62941175699234,5.351411747932434,Catholic,Catholic,1,1,34.0,44.0,1.0,1.0
1493,014,052,no link,no blood relation,468.0,21.0,21.0,1.62941175699234,0.22951175272464752,Catholic,Lutheran,1,0,34.0,15.0,1.0,1.0
1494,014,053,no link,no blood relation,386.4,21.0,25.0,1.62941175699234,2.3020411133766174,Catholic,Catholic,1,1,34.0,53.0,1.0,0.0
1495,014,054,no link,no blood relation,247.2,21.0,4.0,1.62941175699234,1.8782354140281676,Catholic,Lutheran,1,1,34.0,39.0,1.0,1.0
1496,014,055,no link,no blood relation,364.8,21.0,6.0,1.62941175699234,1.3601765108108521,Catholic,Lutheran,1,1,34.0,34.0,1.0,1.0
1497,014,056,no link,no blood relation,249.6,21.0,6.0,1.62941175699234,2.738294093608856,Catholic,Lutheran,1,1,34.0,28.0,1.0,1.0
1498,014,057,no link,no blood relation,307.2,21.0,4.0,1.62941175699234,3.9503674507141113,Catholic,Lutheran,1,1,34.0,30.0,1.0,1.0
1499,014,058,no link,no blood relation,292.8,21.0,4.0,1.62941175699234,3.3061760807037355,Catholic,Lutheran,1,1,34.0,39.0,1.0,1.0
1500,014,059,no link,no blood relation,278.4,21.0,4.0,1.62941175699234,4.125470589637756,Catholic,Catholic,1,1,34.0,40.0,1.0,0.0
1501,014,060,unilateral link,no blood relation,417.6,21.0,16.0,1.62941175699234,2.0326961636543275,Catholic,Catholic,1,0,34.0,29.0,1.0,1.0
1502,014,061,no link,no blood relation,340.8,21.0,6.0,1.62941175699234,5.839058806419373,Catholic,Muslim,1,1,34.0,30.0,1.0,1.0
1503,014,062,no link,no blood relation,309.6,21.0,21.0,1.62941175699234,14.618823585510254,Catholic,Lutheran,1,1,34.0,57.0,1.0,1.0
1505,014,064,no link,no blood relation,588.0,21.0,21.0,1.62941175699234,10.594117641448975,Catholic,Catholic,1,1,34.0,64.0,1.0,1.0
1506,014,065,no link,no blood relation,662.4,21.0,24.0,1.62941175699234,3.2051764240264893,Catholic,Lutheran,1,1,34.0,58.0,1.0,1.0
1507,014,066,no link,no blood relation,540.0,21.0,16.0,1.62941175699234,2.998676598072052,Catholic,Catholic,1,1,34.0,25.0,1.0,1.0
1508,014,067,no link,no blood relation,532.8,21.0,16.0,1.62941175699234,1.8972941584587097,Catholic,Lutheran,1,1,34.0,40.0,1.0,1.0
1509,014,068,no link,no blood relation,660.0,21.0,1.0,1.62941175699234,2.9884707040786744,Catholic,Catholic,1,0,34.0,58.0,1.0,0.0
1510,014,069,no link,no blood relation,856.8,21.0,16.0,1.62941175699234,14.281764106750488,Catholic,Catholic,1,1,34.0,34.0,1.0,1.0
1511,014,070,no link,no blood relation,921.6,21.0,18.0,1.62941175699234,6.933352743148804,Catholic,Lutheran,1,1,34.0,30.0,1.0,1.0
1512,014,071,no link,no blood relation,734.4,21.0,19.0,1.62941175699234,1.4802941679954529,Catholic,Catholic,1,1,34.0,68.0,1.0,1.0
1513,014,072,no link,no blood relation,568.8,21.0,16.0,1.62941175699234,2.7694263548851015,Catholic,Catholic,1,1,34.0,45.0,1.0,1.0
1514,014,073,no link,no blood relation,897.6,21.0,4.0,1.62941175699234,4.124511692047119,Catholic,Muslim,1,1,34.0,38.0,1.0,0.0
1515,014,074,no link,no blood relation,688.8,21.0,14.0,1.62941175699234,3.3416765928268433,Catholic,Catholic,1,1,34.0,45.0,1.0,1.0
1516,014,075,no link,no blood relation,753.6,21.0,19.0,1.62941175699234,3.3661178359985353,Catholic,Catholic,1,1,34.0,37.0,1.0,1.0
1517,014,076,no link,no blood relation,638.4,21.0,21.0,1.62941175699234,6.346027276992798,Catholic,Lutheran,1,1,34.0,36.0,1.0,1.0
1518,014,077,no link,no blood relation,991.2,21.0,18.0,1.62941175699234,2.457661807537079,Catholic,Lutheran,1,1,34.0,57.0,1.0,1.0
1519,014,078,no link,no blood relation,633.6,21.0,21.0,1.62941175699234,1.6424705781936646,Catholic,Lutheran,1,1,34.0,24.0,1.0,1.0
1520,014,079,no link,no blood relation,453.6,21.0,5.0,1.62941175699234,0.7799999713897705,Catholic,Lutheran,1,0,34.0,80.0,1.0,0.0
1521,014,080,no link,no blood relation,604.8,21.0,20.0,1.62941175699234,0.4036470651626587,Catholic,Muslim,1,0,34.0,32.0,1.0,1.0
1522,014,081,no link,no blood relation,602.4,21.0,10.0,1.62941175699234,1.7895882470607758,Catholic,Lutheran,1,0,34.0,70.0,1.0,0.0
1523,014,082,no link,no blood relation,602.4,21.0,23.0,1.62941175699234,0.7255559116601944,Catholic,Lutheran,1,0,34.0,60.0,1.0,0.0
1524,014,083,no link,no blood relation,679.2,21.0,7.0,1.62941175699234,4.649441161155701,Catholic,Catholic,1,1,34.0,50.0,1.0,1.0
1525,014,084,no link,no blood relation,1051.2,21.0,21.0,1.62941175699234,1.4768882095813751,Catholic,Muslim,1,0,34.0,50.0,1.0,0.0
1526,014,085,no link,no blood relation,1012.8,21.0,7.0,1.62941175699234,1.2352058570384978,Catholic,Catholic,1,1,34.0,33.0,1.0,1.0
1527,014,086,no link,no blood relation,736.8,21.0,3.0,1.62941175699234,5.635509967803955,Catholic,Catholic,1,0,34.0,45.0,1.0,1.0
1528,014,087,no link,no blood relation,758.4,21.0,19.0,1.62941175699234,3.400941198348999,Catholic,Muslim,1,1,34.0,42.0,1.0,1.0
1529,014,088,no link,no blood relation,739.2,21.0,19.0,1.62941175699234,2.496764659881592,Catholic,Catholic,1,1,34.0,35.0,1.0,1.0
1530,014,089,no link,no blood relation,1166.4,21.0,24.0,1.62941175699234,10.348088121414184,Catholic,Lutheran,1,1,34.0,47.0,1.0,1.0
1531,014,090,no link,no blood relation,717.6,21.0,19.0,1.62941175699234,3.039441201210022,Catholic,Catholic,1,1,34.0,25.0,1.0,1.0
1533,014,092,no link,other blood relation,897.6,21.0,15.0,1.62941175699234,2.7371764025688172,Catholic,Muslim,1,1,34.0,40.0,1.0,0.0
1534,014,093,no link,no blood relation,1135.2,21.0,15.0,1.62941175699234,8.378235158920289,Catholic,Catholic,1,1,34.0,44.0,1.0,1.0
1535,014,094,no link,"sibling, child, parent",1329.6,21.0,21.0,1.62941175699234,8.506294012069702,Catholic,Lutheran,1,1,34.0,50.0,1.0,1.0
1536,014,095,no link,no blood relation,1108.8,21.0,18.0,1.62941175699234,1.23213529586792,Catholic,Catholic,1,1,34.0,29.0,1.0,1.0
1537,014,096,no link,no blood relation,1156.8,21.0,23.0,1.62941175699234,1.0697999761104584,Catholic,Muslim,1,0,34.0,56.0,1.0,0.0
1538,014,097,no link,no blood relation,1132.8,21.0,21.0,1.62941175699234,3.2547061443328857,Catholic,Muslim,1,1,34.0,28.0,1.0,1.0
1539,014,098,no link,no blood relation,1192.8,21.0,16.0,1.62941175699234,1.5906472206115723,Catholic,Catholic,1,0,34.0,37.0,1.0,1.0
1540,014,099,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",429.6,21.0,2.0,1.62941175699234,2.8593411798477173,Catholic,Muslim,1,0,34.0,66.0,1.0,0.0
1541,014,100,no link,no blood relation,465.6,21.0,6.0,1.62941175699234,1.935764729976654,Catholic,Catholic,1,1,34.0,89.0,1.0,0.0
1542,014,101,no link,no blood relation,388.8,21.0,16.0,1.62941175699234,3.229164716720581,Catholic,Catholic,1,1,34.0,45.0,1.0,0.0
1543,014,102,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",429.6,21.0,21.0,1.62941175699234,1.8556764388084412,Catholic,Muslim,1,1,34.0,42.0,1.0,1.0
1544,014,103,no link,no blood relation,1200.0,21.0,16.0,1.62941175699234,1.4142647302150726,Catholic,Catholic,1,1,34.0,25.0,1.0,1.0
1545,014,104,no link,no blood relation,1238.4,21.0,21.0,1.62941175699234,12.68876449584961,Catholic,Muslim,1,1,34.0,54.0,1.0,1.0
1546,014,105,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",1281.6,21.0,2.0,1.62941175699234,10.926235273361206,Catholic,Muslim,1,1,34.0,32.0,1.0,1.0
