,hh1,hh2,links,kinship,distance,clan1,clan2,wealth1,wealth2,religion1,religion2,primary1,primary2,head_age1,head_age2,head_sex1,head_sex2
0,001,002,no link,other blood relation,91.2,21.0,6.0,17.657388456344606,6.639588178634644,Catholic,Catholic,0,1,75.0,30.0,1.0,1.0
1,001,003,no link,no blood relation,69.6,21.0,21.0,17.657388456344606,1.5382353127002717,Catholic,Catholic,0,1,75.0,48.0,1.0,0.0
2,001,004,unilateral link,no blood relation,199.2,21.0,23.0,17.657388456344606,2.7430588088035583,Catholic,Catholic,0,1,75.0,80.0,1.0,1.0
3,001,005,no link,no blood relation,252.0,21.0,23.0,17.657388456344606,1.9760980377197266,Catholic,Catholic,0,1,75.0,35.0,1.0,1.0
4,001,006,no link,no blood relation,213.6,21.0,23.0,17.657388456344606,1.3949411339759827,Catholic,Catholic,0,1,75.0,28.0,1.0,1.0
5,001,007,no link,other blood relation,309.6,21.0,4.0,17.657388456344606,3.776666522026062,Catholic,Catholic,0,1,75.0,51.0,1.0,1.0
6,001,008,unilateral link,no blood relation,120.0,21.0,16.0,17.657388456344606,3.174818737030029,Catholic,Lutheran,0,1,75.0,27.0,1.0,1.0
7,001,009,no link,no blood relation,148.8,21.0,19.0,17.657388456344606,2.6475882334709167,Catholic,Lutheran,0,1,75.0,41.0,1.0,0.0
8,001,010,unilateral link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",252.0,21.0,21.0,17.657388456344606,27.96958790206909,Catholic,Muslim,0,1,75.0,42.0,1.0,1.0
9,001,011,no link,no blood relation,374.4,21.0,11.0,17.657388456344606,18.445058963775633,Catholic,Catholic,0,1,75.0,62.0,1.0,1.0
10,001,012,unilateral link,no blood relation,110.4,21.0,16.0,17.657388456344606,1.294794112443924,Catholic,Lutheran,0,0,75.0,41.0,1.0,1.0
11,001,013,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",180.0,21.0,21.0,17.657388456344606,0.9580881893634796,Catholic,Catholic,0,1,75.0,36.0,1.0,1.0
12,001,014,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",208.8,21.0,21.0,17.657388456344606,1.62941175699234,Catholic,Catholic,0,1,75.0,34.0,1.0,1.0
13,001,015,no link,no blood relation,146.4,21.0,16.0,17.657388456344606,3.6029018359184266,Catholic,Catholic,0,1,75.0,30.0,1.0,1.0
14,001,016,no link,no blood relation,79.2,21.0,20.0,17.657388456344606,0.8876470327377319,Catholic,Lutheran,0,0,75.0,68.0,1.0,0.0
15,001,017,reciprocal link,other blood relation,127.2,21.0,6.0,17.657388456344606,27.64897018432617,Catholic,Catholic,0,1,75.0,60.0,1.0,1.0
16,001,018,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",232.8,21.0,21.0,17.657388456344606,3.379632411003113,Catholic,Catholic,0,1,75.0,34.0,1.0,1.0
17,001,019,no link,no blood relation,300.0,21.0,16.0,17.657388456344606,3.1777058000564575,Catholic,Catholic,0,1,75.0,50.0,1.0,0.0
18,001,020,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",259.2,21.0,2.0,17.657388456344606,5.163623468399048,Catholic,Muslim,0,1,75.0,42.0,1.0,1.0
19,001,021,no link,no blood relation,381.6,21.0,16.0,17.657388456344606,3.7514705657958984,Catholic,Lutheran,0,1,75.0,46.0,1.0,1.0
20,001,022,no link,no blood relation,307.2,21.0,19.0,17.657388456344606,5.517803719520569,Catholic,Muslim,0,1,75.0,23.0,1.0,1.0
21,001,023,no link,no blood relation,312.0,21.0,13.0,17.657388456344606,2.351911783218384,Catholic,Muslim,0,1,75.0,38.0,1.0,1.0
22,001,024,no link,other blood relation,369.6,21.0,13.0,17.657388456344606,5.605098009109497,Catholic,Lutheran,0,1,75.0,78.0,1.0,1.0
23,001,025,no link,no blood relation,340.8,21.0,13.0,17.657388456344606,1.266176462173462,Catholic,Lutheran,0,1,75.0,27.0,1.0,1.0
24,001,026,no link,no blood relation,357.6,21.0,13.0,17.657388456344606,2.3145098090171814,Catholic,Muslim,0,1,75.0,48.0,1.0,1.0
25,001,027,no link,no blood relation,338.4,21.0,16.0,17.657388456344606,1.461137294769287,Catholic,Lutheran,0,1,75.0,42.0,1.0,1.0
26,001,028,no link,no blood relation,273.6,21.0,4.0,17.657388456344606,2.819678436756134,Catholic,Lutheran,0,1,75.0,28.0,1.0,1.0
27,001,029,unilateral link,no blood relation,532.8,21.0,21.0,17.657388456344606,15.112293970108032,Catholic,Lutheran,0,1,75.0,57.0,1.0,1.0
28,001,030,no link,no blood relation,720.0,21.0,6.0,17.657388456344606,3.0929410457611084,Catholic,Lutheran,0,1,75.0,35.0,1.0,1.0
29,001,031,no link,no blood relation,717.6,21.0,6.0,17.657388456344606,7.742764831542969,Catholic,Lutheran,0,1,75.0,85.0,1.0,1.0
30,001,032,no link,no blood relation,741.6,21.0,4.0,17.657388456344606,9.144235359191894,Catholic,Muslim,0,1,75.0,33.0,1.0,1.0
31,001,033,no link,no blood relation,741.6,21.0,23.0,17.657388456344606,4.088599716186524,Catholic,Lutheran,0,1,75.0,50.0,1.0,0.0
32,001,034,no link,no blood relation,756.0,21.0,21.0,17.657388456344606,1.8145294222831727,Catholic,Muslim,0,1,75.0,25.0,1.0,1.0
33,001,035,no link,no blood relation,712.8,21.0,23.0,17.657388456344606,3.2090764260292053,Catholic,Muslim,0,1,75.0,78.0,1.0,0.0
34,001,036,no link,no blood relation,698.4,21.0,4.0,17.657388456344606,0.7562941610813141,Catholic,Muslim,0,0,75.0,21.0,1.0,1.0
35,001,037,no link,no blood relation,708.0,21.0,6.0,17.657388456344606,0.6932352930307388,Catholic,Lutheran,0,0,75.0,33.0,1.0,0.0
36,001,038,no link,no blood relation,700.8,21.0,21.0,17.657388456344606,5.46752924823761,Catholic,Lutheran,0,1,75.0,65.0,1.0,1.0
37,001,039,no link,no blood relation,652.8,21.0,22.0,17.657388456344606,5.635411792755127,Catholic,Catholic,0,1,75.0,57.0,1.0,1.0
38,001,040,no link,no blood relation,621.6,21.0,21.0,17.657388456344606,1.5191177129745483,Catholic,Lutheran,0,0,75.0,30.0,1.0,1.0
39,001,041,no link,no blood relation,578.4,21.0,4.0,17.657388456344606,11.575803857803345,Catholic,Catholic,0,1,75.0,40.0,1.0,1.0
40,001,042,no link,no blood relation,559.2,21.0,4.0,17.657388456344606,3.3994706039428713,Catholic,Lutheran,0,1,75.0,30.0,1.0,1.0
41,001,043,no link,no blood relation,554.4,21.0,6.0,17.657388456344606,6.617441179275513,Catholic,Lutheran,0,1,75.0,64.0,1.0,1.0
42,001,044,no link,no blood relation,492.0,21.0,9.0,17.657388456344606,3.822867817878723,Catholic,Lutheran,0,0,75.0,47.0,1.0,1.0
43,001,045,no link,no blood relation,580.8,21.0,16.0,17.657388456344606,1.4114117975234985,Catholic,Catholic,0,0,75.0,61.0,1.0,0.0
44,001,046,no link,no blood relation,621.6,21.0,22.0,17.657388456344606,4.445960706710816,Catholic,Catholic,0,1,75.0,60.0,1.0,1.0
46,001,048,no link,no blood relation,547.2,21.0,21.0,17.657388456344606,3.012235294818878,Catholic,Lutheran,0,0,75.0,65.0,1.0,0.0
47,001,049,no link,no blood relation,537.6,21.0,13.0,17.657388456344606,3.0197646718025206,Catholic,Lutheran,0,0,75.0,45.0,1.0,1.0
48,001,050,no link,no blood relation,523.2,21.0,21.0,17.657388456344606,1.276958872795105,Catholic,Lutheran,0,1,75.0,37.0,1.0,0.0
49,001,051,no link,no blood relation,612.0,21.0,8.0,17.657388456344606,5.351411747932434,Catholic,Catholic,0,1,75.0,44.0,1.0,1.0
50,001,052,no link,other blood relation,655.2,21.0,21.0,17.657388456344606,0.22951175272464752,Catholic,Lutheran,0,0,75.0,15.0,1.0,1.0
51,001,053,no link,no blood relation,494.4,21.0,25.0,17.657388456344606,2.3020411133766174,Catholic,Catholic,0,1,75.0,53.0,1.0,0.0
52,001,054,no link,no blood relation,372.0,21.0,4.0,17.657388456344606,1.8782354140281676,Catholic,Lutheran,0,1,75.0,39.0,1.0,1.0
53,001,055,no link,no blood relation,448.8,21.0,6.0,17.657388456344606,1.3601765108108521,Catholic,Lutheran,0,1,75.0,34.0,1.0,1.0
54,001,056,no link,no blood relation,307.2,21.0,6.0,17.657388456344606,2.738294093608856,Catholic,Lutheran,0,1,75.0,28.0,1.0,1.0
55,001,057,no link,other blood relation,420.0,21.0,4.0,17.657388456344606,3.9503674507141113,Catholic,Lutheran,0,1,75.0,30.0,1.0,1.0
56,001,058,unilateral link,no blood relation,415.2,21.0,4.0,17.657388456344606,3.3061760807037355,Catholic,Lutheran,0,1,75.0,39.0,1.0,1.0
57,001,059,no link,no blood relation,415.2,21.0,4.0,17.657388456344606,4.125470589637756,Catholic,Catholic,0,1,75.0,40.0,1.0,0.0
58,001,060,no link,no blood relation,465.6,21.0,16.0,17.657388456344606,2.0326961636543275,Catholic,Catholic,0,0,75.0,29.0,1.0,1.0
59,001,061,no link,no blood relation,412.8,21.0,6.0,17.657388456344606,5.839058806419373,Catholic,Muslim,0,1,75.0,30.0,1.0,1.0
60,001,062,no link,no blood relation,484.8,21.0,21.0,17.657388456344606,14.618823585510254,Catholic,Lutheran,0,1,75.0,57.0,1.0,1.0
62,001,064,no link,no blood relation,760.8,21.0,21.0,17.657388456344606,10.594117641448975,Catholic,Catholic,0,1,75.0,64.0,1.0,1.0
63,001,065,no link,no blood relation,794.4,21.0,24.0,17.657388456344606,3.2051764240264893,Catholic,Lutheran,0,1,75.0,58.0,1.0,1.0
64,001,066,no link,no blood relation,684.0,21.0,16.0,17.657388456344606,2.998676598072052,Catholic,Catholic,0,1,75.0,25.0,1.0,1.0
65,001,067,no link,no blood relation,648.0,21.0,16.0,17.657388456344606,1.8972941584587097,Catholic,Lutheran,0,1,75.0,40.0,1.0,1.0
66,001,068,no link,no blood relation,804.0,21.0,1.0,17.657388456344606,2.9884707040786744,Catholic,Catholic,0,0,75.0,58.0,1.0,0.0
67,001,069,no link,no blood relation,979.2,21.0,16.0,17.657388456344606,14.281764106750488,Catholic,Catholic,0,1,75.0,34.0,1.0,1.0
68,001,070,no link,no blood relation,1039.2,21.0,18.0,17.657388456344606,6.933352743148804,Catholic,Lutheran,0,1,75.0,30.0,1.0,1.0
69,001,071,no link,no blood relation,888.0,21.0,19.0,17.657388456344606,1.4802941679954529,Catholic,Catholic,0,1,75.0,68.0,1.0,1.0
70,001,072,no link,no blood relation,717.6,21.0,16.0,17.657388456344606,2.7694263548851015,Catholic,Catholic,0,1,75.0,45.0,1.0,1.0
71,001,073,no link,no blood relation,1008.0,21.0,4.0,17.657388456344606,4.124511692047119,Catholic,Muslim,0,1,75.0,38.0,1.0,0.0
72,001,074,no link,no blood relation,868.8,21.0,14.0,17.657388456344606,3.3416765928268433,Catholic,Catholic,0,1,75.0,45.0,1.0,1.0
73,001,075,no link,no blood relation,909.6,21.0,19.0,17.657388456344606,3.3661178359985353,Catholic,Catholic,0,1,75.0,37.0,1.0,1.0
74,001,076,unilateral link,other blood relation,804.0,21.0,21.0,17.657388456344606,6.346027276992798,Catholic,Lutheran,0,1,75.0,36.0,1.0,1.0
75,001,077,no link,no blood relation,1106.4,21.0,18.0,17.657388456344606,2.457661807537079,Catholic,Lutheran,0,1,75.0,57.0,1.0,1.0
76,001,078,no link,other blood relation,732.0,21.0,21.0,17.657388456344606,1.6424705781936646,Catholic,Lutheran,0,1,75.0,24.0,1.0,1.0
77,001,079,no link,no blood relation,640.8,21.0,5.0,17.657388456344606,0.7799999713897705,Catholic,Lutheran,0,0,75.0,80.0,1.0,0.0
78,001,080,no link,no blood relation,693.6,21.0,20.0,17.657388456344606,0.4036470651626587,Catholic,Muslim,0,0,75.0,32.0,1.0,1.0
79,001,081,no link,no blood relation,715.2,21.0,10.0,17.657388456344606,1.7895882470607758,Catholic,Lutheran,0,0,75.0,70.0,1.0,0.0
80,001,082,no link,no blood relation,698.4,21.0,23.0,17.657388456344606,0.7255559116601944,Catholic,Lutheran,0,0,75.0,60.0,1.0,0.0
81,001,083,no link,no blood relation,787.2,21.0,7.0,17.657388456344606,4.649441161155701,Catholic,Catholic,0,1,75.0,50.0,1.0,1.0
82,001,084,no link,no blood relation,1173.6,21.0,21.0,17.657388456344606,1.4768882095813751,Catholic,Muslim,0,0,75.0,50.0,1.0,0.0
83,001,085,no link,no blood relation,1190.4,21.0,7.0,17.657388456344606,1.2352058570384978,Catholic,Catholic,0,1,75.0,33.0,1.0,1.0
84,001,086,no link,no blood relation,900.0,21.0,3.0,17.657388456344606,5.635509967803955,Catholic,Catholic,0,0,75.0,45.0,1.0,1.0
85,001,087,no link,no blood relation,909.6,21.0,19.0,17.657388456344606,3.400941198348999,Catholic,Muslim,0,1,75.0,42.0,1.0,1.0
86,001,088,no link,no blood relation,892.8,21.0,19.0,17.657388456344606,2.496764659881592,Catholic,Catholic,0,1,75.0,35.0,1.0,1.0
87,001,089,no link,no blood relation,1339.2,21.0,24.0,17.657388456344606,10.348088121414184,Catholic,Lutheran,0,1,75.0,47.0,1.0,1.0
88,001,090,no link,no blood relation,868.8,21.0,19.0,17.657388456344606,3.039441201210022,Catholic,Catholic,0,1,75.0,25.0,1.0,1.0
90,001,092,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",1065.6,21.0,15.0,17.657388456344606,2.7371764025688172,Catholic,Muslim,0,1,75.0,40.0,1.0,0.0
91,001,093,no link,no blood relation,1300.8,21.0,15.0,17.657388456344606,8.378235158920289,Catholic,Catholic,0,1,75.0,44.0,1.0,1.0
92,001,094,no link,"sibling, child, parent",1468.8,21.0,21.0,17.657388456344606,8.506294012069702,Catholic,Lutheran,0,1,75.0,50.0,1.0,1.0
93,001,095,no link,no blood relation,1255.2,21.0,18.0,17.657388456344606,1.23213529586792,Catholic,Catholic,0,1,75.0,29.0,1.0,1.0
94,001,096,no link,no blood relation,1288.8,21.0,23.0,17.657388456344606,1.0697999761104584,Catholic,Muslim,0,0,75.0,56.0,1.0,0.0
95,001,097,no link,no blood relation,1267.2,21.0,21.0,17.657388456344606,3.2547061443328857,Catholic,Muslim,0,1,75.0,28.0,1.0,1.0
96,001,098,no link,no blood relation,1341.6,21.0,16.0,17.657388456344606,1.5906472206115723,Catholic,Catholic,0,0,75.0,37.0,1.0,1.0
97,001,099,no link,"sibling, child, parent",379.2,21.0,2.0,17.657388456344606,2.8593411798477173,Catholic,Muslim,0,0,75.0,66.0,1.0,0.0
98,001,100,unilateral link,other blood relation,640.8,21.0,6.0,17.657388456344606,1.935764729976654,Catholic,Catholic,0,1,75.0,89.0,1.0,0.0
99,001,101,no link,no blood relation,441.6,21.0,16.0,17.657388456344606,3.229164716720581,Catholic,Catholic,0,1,75.0,45.0,1.0,0.0
100,001,102,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",364.8,21.0,21.0,17.657388456344606,1.8556764388084412,Catholic,Muslim,0,1,75.0,42.0,1.0,1.0
101,001,103,no link,no blood relation,1365.6,21.0,16.0,17.657388456344606,1.4142647302150726,Catholic,Catholic,0,1,75.0,25.0,1.0,1.0
102,001,104,no link,no blood relation,1396.8,21.0,21.0,17.657388456344606,12.68876449584961,Catholic,Muslim,0,1,75.0,54.0,1.0,1.0
103,001,105,no link,"Nephew/niece/uncle/aunt,cousin,grandparent/grandchild",1418.4,21.0,2.0,17.657388456344606,10.926235273361206,Catholic,Muslim,0,1,75.0,32.0,1.0,1.0
104,001,106,no link,no blood relation,1375.2,21.0,16.0,17.657388456344606,10.284117221832275,Catholic,Lutheran,0,1,75.0,56.0,1.0,1.0
105,001,107,no link,no blood relation,597.6,21.0,18.0,17.657388456344606,4.795000076293945,Catholic,Catholic,0,1,75.0,47.0,1.0,1.0
106,001,108,reciprocal link,no blood relation,124.8,21.0,16.0,17.657388456344606,6.635646724700928,Catholic,Catholic,0,0,75.0,59.0,1.0,1.0
107,001,109,no link,no blood relation,648.0,21.0,16.0,17.657388456344606,1.0098823606967926,Catholic,Catholic,0,1,75.0,75.0,1.0,0.0
108,001,110,no link,no blood relation,535.2,21.0,19.0,17.657388456344606,2.385882318019867,Catholic,Muslim,0,1,75.0,23.0,1.0,1.0
109,001,111,no link,no blood relation,81.6,21.0,16.0,17.657388456344606,3.330941222190857,Catholic,Catholic,0,1,75.0,49.0,1.0,1.0
110,001,112,no link,no blood relation,511.2,21.0,19.0,17.657388456344606,14.101177272796631,Catholic,Muslim,0,1,75.0,56.0,1.0,1.0
111,001,113,no link,no blood relation,811.2,21.0,14.0,17.657388456344606,1.774941062450409,Catholic,Catholic,0,1,75.0,35.0,1.0,1.0
112,001,114,reciprocal link,no blood relation,213.6,21.0,23.0,17.657388456344606,9.001352947235107,Catholic,Catholic,0,1,75.0,41.0,1.0,1.0
113,001,115,no link,no blood relation,256.8,21.0,16.0,17.657388456344606,1.5224999463558198,Catholic,Catholic,0,1,75.0,23.0,1.0,1.0
114,001,117,no link,no blood relation,592.8,21.0,21.0,17.657388456344606,0.0,Catholic,Lutheran,0,1,75.0,58.0,1.0,1.0
115,001,118,no link,no blood relation,636.0,21.0,12.0,17.657388456344606,0.0,Catholic,Lutheran,0,0,75.0,72.0,1.0,0.0
116,001,119,no link,no blood relation,576.0,21.0,17.0,17.657388456344606,0.0,Catholic,Catholic,0,0,75.0,50.0,1.0,1.0
118,002,003,reciprocal link,"sibling, child, parent",33.6,6.0,21.0,6.639588178634644,1.5382353127002717,Catholic,Catholic,1,1,30.0,48.0,1.0,0.0
119,002,004,no link,no blood relation,112.8,6.0,23.0,6.639588178634644,2.7430588088035583,Catholic,Catholic,1,1,30.0,80.0,1.0,1.0
120,002,005,no link,no blood relation,165.6,6.0,23.0,6.639588178634644,1.9760980377197266,Catholic,Catholic,1,1,30.0,35.0,1.0,1.0
121,002,006,no link,no blood relation,134.4,6.0,23.0,6.639588178634644,1.3949411339759827,Catholic,Catholic,1,1,30.0,28.0,1.0,1.0
122,002,007,no link,no blood relation,230.4,6.0,4.0,6.639588178634644,3.776666522026062,Catholic,Catholic,1,1,30.0,51.0,1.0,1.0
123,002,008,no link,no blood relation,100.8,6.0,16.0,6.639588178634644,3.174818737030029,Catholic,Lutheran,1,1,30.0,27.0,1.0,1.0
124,002,009,no link,no blood relation,237.6,6.0,19.0,6.639588178634644,2.6475882334709167,Catholic,Lutheran,1,1,30.0,41.0,1.0,0.0
125,002,010,reciprocal link,no blood relation,237.6,6.0,21.0,6.639588178634644,27.96958790206909,Catholic,Muslim,1,1,30.0,42.0,1.0,1.0
126,002,011,no link,no blood relation,324.0,6.0,11.0,6.639588178634644,18.445058963775633,Catholic,Catholic,1,1,30.0,62.0,1.0,1.0
127,002,012,no link,no blood relation,62.4,6.0,16.0,6.639588178634644,1.294794112443924,Catholic,Lutheran,1,0,30.0,41.0,1.0,1.0
128,002,013,no link,no blood relation,268.8,6.0,21.0,6.639588178634644,0.9580881893634796,Catholic,Catholic,1,1,30.0,36.0,1.0,1.0
129,002,014,no link,no blood relation,297.6,6.0,21.0,6.639588178634644,1.62941175699234,Catholic,Catholic,1,1,30.0,34.0,1.0,1.0
130,002,015,no link,no blood relation,225.6,6.0,16.0,6.639588178634644,3.6029018359184266,Catholic,Catholic,1,1,30.0,30.0,1.0,1.0
131,002,016,no link,other blood relation,136.8,6.0,20.0,6.639588178634644,0.8876470327377319,Catholic,Lutheran,1,0,30.0,68.0,1.0,0.0
132,002,017,unilateral link,"sibling, child, parent",43.2,6.0,6.0,6.639588178634644,27.64897018432617,Catholic,Catholic,1,1,30.0,60.0,1.0,1.0
133,002,018,unilateral link,no blood relation,321.6,6.0,21.0,6.639588178634644,3.379632411003113,Catholic,Catholic,1,1,30.0,34.0,1.0,1.0
134,002,019,no link,no blood relation,386.4,6.0,16.0,6.639588178634644,3.1777058000564575,Catholic,Catholic,1,1,30.0,50.0,1.0,0.0
135,002,020,no link,no blood relation,348.0,6.0,2.0,6.639588178634644,5.163623468399048,Catholic,Muslim,1,1,30.0,42.0,1.0,1.0
136,002,021,no link,no blood relation,391.2,6.0,16.0,6.639588178634644,3.7514705657958984,Catholic,Lutheran,1,1,30.0,46.0,1.0,1.0
137,002,022,no link,no blood relation,364.8,6.0,19.0,6.639588178634644,5.517803719520569,Catholic,Muslim,1,1,30.0,23.0,1.0,1.0
138,002,023,no link,no blood relation,379.2,6.0,13.0,6.639588178634644,2.351911783218384,Catholic,Muslim,1,1,30.0,38.0,1.0,1.0
139,002,024,no link,no blood relation,448.8,6.0,13.0,6.639588178634644,5.605098009109497,Catholic,Lutheran,1,1,30.0,78.0,1.0,1.0
140,002,025,no link,no blood relation,412.8,6.0,13.0,6.639588178634644,1.266176462173462,Catholic,Lutheran,1,1,30.0,27.0,1.0,1.0
141,002,026,no link,no blood relation,429.6,6.0,13.0,6.639588178634644,2.3145098090171814,Catholic,Muslim,1,1,30.0,48.0,1.0,1.0
142,002,027,no link,no blood relation,362.4,6.0,16.0,6.639588178634644,1.461137294769287,Catholic,Lutheran,1,1,30.0,42.0,1.0,1.0
143,002,028,no link,no blood relation,312.0,6.0,4.0,6.639588178634644,2.819678436756134,Catholic,Lutheran,1,1,30.0,28.0,1.0,1.0
144,002,029,no link,no blood relation,595.2,6.0,21.0,6.639588178634644,15.112293970108032,Catholic,Lutheran,1,1,30.0,57.0,1.0,1.0
145,002,030,no link,no blood relation,789.6,6.0,6.0,6.639588178634644,3.0929410457611084,Catholic,Lutheran,1,1,30.0,35.0,1.0,1.0
146,002,031,no link,no blood relation,796.8,6.0,6.0,6.639588178634644,7.742764831542969,Catholic,Lutheran,1,1,30.0,85.0,1.0,1.0
147,002,032,no link,no blood relation,816.0,6.0,4.0,6.639588178634644,9.144235359191894,Catholic,Muslim,1,1,30.0,33.0,1.0,1.0
148,002,033,no link,no blood relation,777.6,6.0,23.0,6.639588178634644,4.088599716186524,Catholic,Lutheran,1,1,30.0,50.0,1.0,0.0
149,002,034,no link,no blood relation,794.4,6.0,21.0,6.639588178634644,1.8145294222831727,Catholic,Muslim,1,1,30.0,25.0,1.0,1.0
150,002,035,no link,no blood relation,748.8,6.0,23.0,6.639588178634644,3.2090764260292053,Catholic,Muslim,1,1,30.0,78.0,1.0,0.0
151,002,036,no link,no blood relation,729.6,6.0,4.0,6.639588178634644,0.7562941610813141,Catholic,Muslim,1,0,30.0,21.0,1.0,1.0
152,002,037,no link,no blood relation,741.6,6.0,6.0,6.639588178634644,0.6932352930307388,Catholic,Lutheran,1,0,30.0,33.0,1.0,0.0
153,002,038,no link,no blood relation,756.0,6.0,21.0,6.639588178634644,5.46752924823761,Catholic,Lutheran,1,1,30.0,65.0,1.0,1.0
154,002,039,no link,no blood relation,700.8,6.0,22.0,6.639588178634644,5.635411792755127,Catholic,Catholic,1,1,30.0,57.0,1.0,1.0
155,002,040,no link,no blood relation,672.0,6.0,21.0,6.639588178634644,1.5191177129745483,Catholic,Lutheran,1,0,30.0,30.0,1.0,1.0
156,002,041,no link,no blood relation,626.4,6.0,4.0,6.639588178634644,11.575803857803345,Catholic,Catholic,1,1,30.0,40.0,1.0,1.0
157,002,042,no link,no blood relation,609.6,6.0,4.0,6.639588178634644,3.3994706039428713,Catholic,Lutheran,1,1,30.0,30.0,1.0,1.0
158,002,043,no link,no blood relation,568.8,6.0,6.0,6.639588178634644,6.617441179275513,Catholic,Lutheran,1,1,30.0,64.0,1.0,1.0
159,002,044,no link,no blood relation,494.4,6.0,9.0,6.639588178634644,3.822867817878723,Catholic,Lutheran,1,0,30.0,47.0,1.0,1.0
160,002,045,no link,no blood relation,585.6,6.0,16.0,6.639588178634644,1.4114117975234985,Catholic,Catholic,1,0,30.0,61.0,1.0,0.0
161,002,046,no link,no blood relation,662.4,6.0,22.0,6.639588178634644,4.445960706710816,Catholic,Catholic,1,1,30.0,60.0,1.0,1.0
163,002,048,no link,no blood relation,588.0,6.0,21.0,6.639588178634644,3.012235294818878,Catholic,Lutheran,1,0,30.0,65.0,1.0,0.0
164,002,049,no link,no blood relation,559.2,6.0,13.0,6.639588178634644,3.0197646718025206,Catholic,Lutheran,1,0,30.0,45.0,1.0,1.0
165,002,050,no link,no blood relation,597.6,6.0,21.0,6.639588178634644,1.276958872795105,Catholic,Lutheran,1,1,30.0,37.0,1.0,0.0
166,002,051,no link,no blood relation,686.4,6.0,8.0,6.639588178634644,5.351411747932434,Catholic,Catholic,1,1,30.0,44.0,1.0,1.0
167,002,052,no link,no blood relation,732.0,6.0,21.0,6.639588178634644,0.22951175272464752,Catholic,Lutheran,1,0,30.0,15.0,1.0,1.0
168,002,053,no link,no blood relation,544.8,6.0,25.0,6.639588178634644,2.3020411133766174,Catholic,Catholic,1,1,30.0,53.0,1.0,0.0
169,002,054,no link,no blood relation,434.4,6.0,4.0,6.639588178634644,1.8782354140281676,Catholic,Lutheran,1,1,30.0,39.0,1.0,1.0
170,002,055,no link,no blood relation,492.0,6.0,6.0,6.639588178634644,1.3601765108108521,Catholic,Lutheran,1,1,30.0,34.0,1.0,1.0
171,002,056,no link,no blood relation,352.8,6.0,6.0,6.639588178634644,2.738294093608856,Catholic,Lutheran,1,1,30.0,28.0,1.0,1.0
172,002,057,no link,no blood relation,477.6,6.0,4.0,6.639588178634644,3.9503674507141113,Catholic,Lutheran,1,1,30.0,30.0,1.0,1.0
173,002,058,no link,no blood relation,475.2,6.0,4.0,6.639588178634644,3.3061760807037355,Catholic,Lutheran,1,1,30.0,39.0,1.0,1.0
174,002,059,no link,no blood relation,482.4,6.0,4.0,6.639588178634644,4.125470589637756,Catholic,Catholic,1,1,30.0,40.0,1.0,0.0
175,002,060,unilateral link,no blood relation,494.4,6.0,16.0,6.639588178634644,2.0326961636543275,Catholic,Catholic,1,0,30.0,29.0,1.0,1.0
176,002,061,no link,no blood relation,456.0,6.0,6.0,6.639588178634644,5.839058806419373,Catholic,Muslim,1,1,30.0,30.0,1.0,1.0
177,002,062,no link,no blood relation,559.2,6.0,21.0,6.639588178634644,14.618823585510254,Catholic,Lutheran,1,1,30.0,57.0,1.0,1.0
179,002,064,no link,no blood relation,830.4,6.0,21.0,6.639588178634644,10.594117641448975,Catholic,Catholic,1,1,30.0,64.0,1.0,1.0
180,002,065,no link,no blood relation,847.2,6.0,24.0,6.639588178634644,3.2051764240264893,Catholic,Lutheran,1,1,30.0,58.0,1.0,1.0
181,002,066,no link,no blood relation,746.4,6.0,16.0,6.639588178634644,2.998676598072052,Catholic,Catholic,1,1,30.0,25.0,1.0,1.0
182,002,067,no link,no blood relation,696.0,6.0,16.0,6.639588178634644,1.8972941584587097,Catholic,Lutheran,1,1,30.0,40.0,1.0,1.0
183,002,068,no link,no blood relation,861.6,6.0,1.0,6.639588178634644,2.9884707040786744,Catholic,Catholic,1,0,30.0,58.0,1.0,0.0
184,002,069,no link,no blood relation,1024.8,6.0,16.0,6.639588178634644,14.281764106750488,Catholic,Catholic,1,1,30.0,34.0,1.0,1.0
185,002,070,no link,no blood relation,1084.8,6.0,18.0,6.639588178634644,6.933352743148804,Catholic,Lutheran,1,1,30.0,30.0,1.0,1.0
186,002,071,no link,no blood relation,950.4,6.0,19.0,6.639588178634644,1.4802941679954529,Catholic,Catholic,1,1,30.0,68.0,1.0,1.0
187,002,072,no link,no blood relation,780.0,6.0,16.0,6.639588178634644,2.7694263548851015,Catholic,Catholic,1,1,30.0,45.0,1.0,1.0
188,002,073,no link,no blood relation,1051.2,6.0,4.0,6.639588178634644,4.124511692047119,Catholic,Muslim,1,1,30.0,38.0,1.0,0.0
189,002,074,no link,no blood relation,940.8,6.0,14.0,6.639588178634644,3.3416765928268433,Catholic,Catholic,1,1,30.0,45.0,1.0,1.0
